Municipio,Departamento,Votos para senado 2014,Porcentaje de Oscar Ivan Zuluaga (1ra vuelta),Total (1ra vuelta),Participacion (1ra vuelta),Ganador (1ra vuelta),Porcentaje de Oscar Ivan Zuluaga (2da vuelta),Total (2da vuelta),Participacion (2da vuelta),Ganador,Censo electoral 2016,Actos terroristas,Amenaza,Desplazamiento,Homicidio,Secuestro,Vinculacion de Ninos y Adolescentes,Minas Antipersonal,Abandono o Despojo de Tierras,Afectado por el conflicto (Pares),Afectado por el conflicto (Pares)2,Votos por el No,Porcentaje No,Votos por el Si,Porcentaje Si,Votos validos,Votos totales,Cuantos salieron a votar,Abstencion,ind ruralidad 2014,Zonas de concentracion,Cultivos ilicitos,Hectareas de coca,Hectareas de amapola
San Vicente,Antioquia,5228,0.5281,7556,0.4798,Zuluaga,0.7914,8464,0.5375,Zuluaga,16445,1.71,26.35,514.35,42.14,0.53,0.06,0.06,0,Ninguno,0,4238,0.7207,1642,0.2793,5880,6027,0.3665,0.6335,0.5775,No,No,0,0
Santa Barbara,Antioquia,5764,0.3718,7374,0.3446,Zuluaga,0.6048,8560,0.4001,Zuluaga,22078,0.73,6.8,139.66,49.46,1.14,0,0,0,Ninguno,0,3788,0.6432,2101,0.3568,5889,6063,0.2746,0.7254,0.5346,No,No,0,0
Santa Rosa de Osos,Antioquia,7947,0.3825,12316,0.5088,Zuluaga,0.7411,12441,0.5139,Zuluaga,25810,0.69,7.67,57.92,30.05,0.64,0.03,0.03,0,Ninguno,0,6927,0.6989,2984,0.3011,9911,10280,0.3983,0.6017,0.4809,No,No,0,0
Santo Domingo,Antioquia,2689,0.3925,3442,0.4058,Zuluaga,0.5896,3938,0.4643,Zuluaga,9178,2.33,27.98,445.78,167.9,2.72,0.19,0.49,0,Ninguno,0,1681,0.6077,1085,0.3923,2766,2929,0.3191,0.6809,0.8095,No,No,0,0
El Santuario,Antioquia,8927,0.5084,13328,0.53,Zuluaga,0.7639,13630,0.542,Zuluaga,26217,1.62,8.35,179.28,63.51,1.18,0.07,0.07,0,Ninguno,0,9020,0.7304,3329,0.2696,12349,12621,0.4814,0.5186,0.1595,No,No,0,0
Segovia,Antioquia,3052,0.1992,4559,0.1877,Lopez,0.4112,5268,0.2168,Santos,26169,5.92,38.29,339.93,88.95,1.43,0.64,0.91,0,Alto,3,3073,0.6696,1516,0.3304,4589,4684,0.179,0.821,0.2044,No,Si,58.14,0
Sonson,Antioquia,7029,0.5809,10779,0.4044,Zuluaga,0.7753,12699,0.4765,Zuluaga,27198,3.91,20.71,663.4,73.8,9.78,0.4,1.97,0,Ninguno,0,6550,0.7385,2319,0.2615,8869,9293,0.3417,0.6583,0.5759,No,Si,2.7,0
Sopetran,Antioquia,3651,0.3565,4008,0.3486,Zuluaga,0.5328,5220,0.454,Zuluaga,12063,0.81,6.27,81.37,49.86,0.13,0.13,0,0,Ninguno,0,2266,0.5472,1875,0.4528,4141,4259,0.3531,0.6469,0.5304,No,No,0,0
Tamesis,Antioquia,5109,0.3831,5139,0.3639,Zuluaga,0.6777,6258,0.4431,Zuluaga,14473,0.48,9.48,122.6,51.79,0.69,0.14,0,0,Ninguno,0,2889,0.6466,1579,0.3534,4468,4579,0.3164,0.6836,0.5639,No,No,0,0
Taraza,Antioquia,5513,0.1878,4786,0.1926,Santos,0.3003,7235,0.2911,Santos,26186,4.67,34.57,647.92,67.93,2.21,0.64,5.43,0,Alto,3,2311,0.3993,3477,0.6007,5788,5988,0.2287,0.7713,0.3809,No,Si,884.61,0
Tarso,Antioquia,2073,0.3202,1724,0.3053,Santos,0.4831,2542,0.4502,Santos,5883,0.38,8.27,62.83,33.7,0.51,0,0,0,Ninguno,0,691,0.5787,503,0.4213,1194,1230,0.2091,0.7909,0.512,No,No,0,0
Titiribi,Antioquia,2063,0.3205,2633,0.3039,Zuluaga,0.4689,3169,0.3658,Santos,8726,0.34,3.59,41.67,34.36,0.48,0,0.07,0,Ninguno,0,1362,0.6473,742,0.3527,2104,2180,0.2498,0.7502,0.4427,No,No,0,0
Toledo,Antioquia,645,0.2988,1205,0.2851,Zuluaga,0.6736,1480,0.3502,Zuluaga,4383,16.55,85.68,598.36,96.97,1.24,0.31,1.39,0,Ninguno,0,507,0.3885,798,0.6115,1305,1429,0.326,0.674,0.8344,No,No,0,0
Turbo,Antioquia,20855,0.2295,27181,0.3441,Santos,0.2772,36835,0.4663,Santos,84866,1.33,17.92,766.4,57.88,1.19,0.31,0.09,1.75,Ninguno,0,8887,0.4385,11378,0.5615,20265,20913,0.2464,0.7536,0.602,No,Si,45.44,0
Uramita,Antioquia,1763,0.2411,1833,0.3035,Santos,0.3602,2479,0.4105,Santos,6351,2.67,34.14,874.12,113.24,2.92,0.24,0.12,0,Ninguno,0,813,0.4609,951,0.5391,1764,1825,0.2874,0.7126,0.6874,No,No,0,0
Urrao,Antioquia,4550,0.4877,6485,0.3086,Zuluaga,0.6529,7615,0.3624,Zuluaga,22361,2.72,22.75,882.8,72,1.77,0.44,0.55,0,Ninguno,0,2959,0.5281,2644,0.4719,5603,5864,0.2622,0.7378,0.6103,No,No,0,0
Valdivia,Antioquia,2593,0.275,1873,0.1633,Santos,0.4059,3075,0.2681,Santos,12054,7.16,32.04,383.27,106.53,5.67,0.26,5.01,0,Alto,3,1069,0.4993,1072,0.5007,2141,2261,0.1876,0.8124,0.7052,No,Si,189.59,0
Valparaiso,Antioquia,1477,0.3321,2129,0.3765,Santos,0.5184,2587,0.4576,Zuluaga,5665,0.98,7.31,65.83,39.34,0.81,0,0,0,Ninguno,0,893,0.5993,597,0.4007,1490,1534,0.2708,0.7292,0.4551,No,No,0,0
Vegachi,Antioquia,2184,0.4884,2416,0.2423,Zuluaga,0.6717,3247,0.3256,Zuluaga,10165,6.36,47.23,577.91,132.1,2.8,0.75,0.65,0,Ninguno,0,1268,0.716,503,0.284,1771,1837,0.1807,0.8193,0.4008,No,No,0,0
Venecia,Antioquia,3213,0.3937,3223,0.3031,Zuluaga,0.5799,4358,0.4098,Zuluaga,10977,1.51,8.92,66.74,25.02,0.53,0,0.08,0,Ninguno,0,1767,0.617,1097,0.383,2864,2916,0.2656,0.7344,0.4889,No,No,0,0
Vigia del Fuerte,Antioquia,2191,0.1618,1619,0.3214,Santos,0.1473,2145,0.4258,Santos,5245,5.19,55.66,2478.79,32.4,2.51,0.72,0.18,0,Ninguno,0,86,0.0397,2079,0.9603,2165,2187,0.417,0.583,0.6246,Si,No,0,0
Yali,Antioquia,1286,0.3594,1191,0.2173,Zuluaga,0.5341,1760,0.3211,Zuluaga,6006,2.38,12.74,223.93,85,4.4,0.24,0,0,Ninguno,0,692,0.6129,437,0.3871,1129,1160,0.1931,0.8069,0.6171,No,Si,12.37,0
Yarumal,Antioquia,7294,0.3921,10706,0.335,Zuluaga,0.7114,10997,0.3441,Zuluaga,33092,2.82,13.32,156.34,55.06,3.12,0.11,1.33,0,Bajo,1,6091,0.6744,2941,0.3256,9032,9483,0.2866,0.7134,0.3493,No,Si,3.16,0
Yolombo,Antioquia,3616,0.4289,4173,0.2684,Zuluaga,0.6018,4930,0.3171,Zuluaga,15878,2.42,15.95,266.04,88.01,2.05,0.37,0.53,0,Ninguno,0,2055,0.6046,1344,0.3954,3399,3512,0.2212,0.7788,0.6984,No,Si,1.44,0
Yondo ,Antioquia,3218,0.2496,4335,0.3914,Santos,0.3158,5510,0.4975,Santos,12182,2.84,13.43,843.46,35.12,1.74,0.32,0.26,0,Intermedio,2,2810,0.5418,2376,0.4582,5186,5376,0.4413,0.5587,0.4972,No,Si,3.08,0
Zaragoza,Antioquia,3593,0.2101,3889,0.2189,Santos,0.4115,5329,0.3,Santos,18939,3.69,24.8,505.48,37.84,0.67,0.16,0.35,0,Alto,3,1726,0.5079,1672,0.4921,3398,3545,0.1872,0.8128,0.5445,No,Si,66.82,0
Barranquilla,Atlantico,364105,0.2151,219179,0.2263,Santos,0.2375,361071,0.3729,Santos,1029268,0.11,0.68,5.62,3.29,0.04,0,0,0,Ninguno,0,108178,0.4255,146039,0.5745,254217,256375,0.2491,0.7509,0.0035,No,No,0,0
Baranoa,Atlantico,27437,0.1048,13815,0.3134,Santos,0.1113,24591,0.5579,Santos,45824,0.09,0.74,11.38,4.18,0.03,0,0,0,Ninguno,0,3416,0.2766,8936,0.7234,12352,12549,0.2739,0.7261,0.161,No,No,0,0
Campo de la Cruz,Atlantico,8526,0.2554,3919,0.2095,Santos,0.2997,6109,0.3265,Santos,19302,0,0.38,9.01,2.48,0,0,0,0,Ninguno,0,1057,0.3795,1728,0.6205,2785,2812,0.1457,0.8543,0.1242,No,No,0,0
Candelaria,Atlantico,5932,0.103,3485,0.3247,Santos,0.1094,5538,0.5159,Santos,11294,0,0,7.12,2,0.32,0,0,0,Ninguno,0,906,0.3036,2078,0.6964,2984,3034,0.2686,0.7314,0.2351,No,No,0,0
Galapa,Atlantico,16440,0.1754,9363,0.2814,Santos,0.1348,15673,0.4711,Santos,34607,0,0.5,12.17,3.12,0,0.02,0,0,Ninguno,0,3176,0.3798,5186,0.6202,8362,8464,0.2446,0.7554,0.0938,No,No,0,0
Juan de Acosta,Atlantico,10399,0.1904,4038,0.2323,Santos,0.2238,6806,0.3916,Santos,17179,0,0.23,4.46,2.35,0,0,0,0,Ninguno,0,1082,0.3117,2389,0.6883,3471,3500,0.2037,0.7963,0.3286,No,No,0,0
Luruaco,Atlantico,13260,0.244,5663,0.2493,Santos,0.2357,9945,0.4378,Santos,23080,0.18,2.94,27.65,9.11,0,0.04,0,0,Ninguno,0,1246,0.3549,2265,0.6451,3511,3564,0.1544,0.8456,0.5024,No,No,0,0
Malambo,Atlantico,32941,0.2017,16571,0.2461,Santos,0.1855,29930,0.4445,Santos,74964,0.07,0.74,8.38,3.42,0.04,0,0,0,Ninguno,0,6908,0.4395,8810,0.5605,15718,15857,0.2115,0.7885,0.0577,No,No,0,0
Manati,Atlantico,6063,0.1111,3267,0.255,Santos,0.0997,5729,0.4472,Santos,13416,0,0.94,10.56,2.14,0,0,0,0,Ninguno,0,317,0.1603,1660,0.8397,1977,1995,0.1487,0.8513,0.0973,No,No,0,0
Palmar de Varela,Atlantico,10682,0.0872,5043,0.2643,Santos,0.0933,9047,0.4741,Santos,19636,0,0.43,5.38,1.02,0.04,0,0,0,Ninguno,0,1117,0.2801,2871,0.7199,3988,4265,0.2172,0.7828,0.0261,No,No,0,0
Piojo,Atlantico,3588,0.2934,1701,0.3004,Santos,0.3127,2565,0.453,Santos,5409,0,5.25,90.82,5.45,0,0,0,0,Ninguno,0,391,0.2591,1118,0.7409,1509,1537,0.2842,0.7158,0.5206,No,No,0,0
Polonuevo,Atlantico,7093,0.0756,4164,0.3575,Santos,0.0902,6653,0.5712,Santos,12246,0,0.19,9.86,4.67,0,0,0,0,Ninguno,0,639,0.1888,2746,0.8112,3385,3437,0.2807,0.7193,0.1796,No,No,0,0
Ponedera,Atlantico,9640,0.2997,4561,0.2649,Santos,0.2793,7859,0.4564,Santos,17776,0.13,1.02,9.88,8.42,0.18,0,0,0,Ninguno,0,1421,0.3676,2445,0.6324,3866,3909,0.2199,0.7801,0.4925,No,No,0,0
Puerto Colombia,Atlantico,15765,0.1607,8748,0.2863,Santos,0.2056,13773,0.4507,Santos,31487,0,0.78,6.45,4,0,0,0,0,Ninguno,0,3565,0.3847,5701,0.6153,9266,9330,0.2963,0.7037,0.1793,No,No,0,0
Repelon,Atlantico,10334,0.0728,6603,0.3776,Santos,0.0922,9054,0.5178,Santos,18423,0.72,0.83,44.82,7.04,0.08,0,0,0,Ninguno,0,829,0.1996,3325,0.8004,4154,4213,0.2287,0.7713,0.3216,No,No,0,0
Sabanagrande,Atlantico,12679,0.1559,6766,0.3075,Santos,0.1568,11387,0.5175,Santos,22784,0.09,2.04,15.84,5.1,0.03,0,0,0,Ninguno,0,1835,0.3608,3251,0.6392,5086,5132,0.2252,0.7748,0.0331,No,No,0,0
Sabanalarga,Atlantico,38125,0.1101,22579,0.3675,Santos,0.1191,35318,0.5749,Santos,64908,0.15,0.63,10.01,5.54,0.08,0,0,0,Ninguno,0,4663,0.2662,12851,0.7338,17514,18077,0.2785,0.7215,0.1842,No,No,0,0
Santa Lucia,Atlantico,5067,0.1974,2553,0.2772,Santos,0.2189,4184,0.4543,Santos,9928,0,0.17,10.88,2.61,0,0,0,0,Ninguno,0,481,0.2469,1467,0.7531,1948,1969,0.1983,0.8017,0.0572,No,No,0,0
Santo Tomas,Atlantico,14799,0.1431,6158,0.247,Santos,0.131,11502,0.4614,Santos,25858,0.04,1.1,7.78,5.34,0.04,0,0,0,Ninguno,0,1614,0.2831,4088,0.7169,5702,5743,0.2221,0.7779,0.036,No,No,0,0
Soledad,Atlantico,105752,0.1807,54092,0.213,Santos,0.1781,102043,0.4019,Santos,264289,0.06,0.42,4.34,2.85,0.01,0,0,0,Ninguno,0,23487,0.4102,33765,0.5898,57252,57785,0.2186,0.7814,0.001,No,No,0,0
Suan,Atlantico,4825,0.1053,3248,0.3503,Santos,0.1251,4326,0.4665,Santos,9555,0,1.15,12.93,2.19,0.12,0,0,0,Ninguno,0,585,0.2415,1837,0.7585,2422,2428,0.2541,0.7459,0.0366,No,No,0,0
Tubara,Atlantico,6028,0.1172,3609,0.3772,Santos,0.1515,5253,0.549,Santos,9481,0.09,0.73,17.24,8.62,0.18,0,0,0,Ninguno,0,898,0.3223,1888,0.6777,2786,2819,0.2973,0.7027,0.4104,No,No,0,0
Usiacuri,Atlantico,5169,0.0755,2451,0.3358,Santos,0.0953,4208,0.5764,Santos,7497,0,0.21,3.39,2.23,0,0,0,0,Ninguno,0,489,0.2258,1677,0.7742,2166,2195,0.2928,0.7072,0.1065,No,No,0,0
Bogota D.C.,Bogota D.C.,1352265,0.2157,2514235,0.4831,Zuluaga,0.4221,2548057,0.4896,Santos,5547172,0.17,0.33,1.46,0.57,0.03,0.01,0,0,Ninguno,0,1114933,0.4392,1423612,0.5608,2538545,2570359,0.4634,0.5366,0.0021,No,No,0,0
Cartagena,Bolivar,206667,0.2966,153664,0.222,Zuluaga,0.413,217597,0.3143,Santos,732774,0.08,0.83,15.08,2.37,0.05,0.01,0.01,0,Ninguno,0,64735,0.4427,81500,0.5573,146235,147441,0.2012,0.7988,0.043,No,No,0,0
Achi,Bolivar,7713,0.711,5498,0.3597,Zuluaga,0.7245,7285,0.4766,Zuluaga,15748,1.45,11.39,790.24,9.34,2.6,0.04,0.17,0,Ninguno,0,1874,0.3032,4307,0.6968,6181,6329,0.4019,0.5981,0.8226,No,Si,3.77,0
Altos del Rosario,Bolivar,2719,0.3286,2203,0.3549,Santos,0.38,2737,0.441,Santos,6667,0.5,5.31,818.87,6.38,1.43,0,0.22,0,Ninguno,0,601,0.4333,786,0.5667,1387,1424,0.2136,0.7864,0.4187,No,No,0,0
Arenal,Bolivar,1994,0.2032,1550,0.2923,Santos,0.296,2162,0.4078,Santos,5625,1.76,5.91,373.38,11.24,1.4,0.26,0.67,0,Ninguno,0,229,0.1193,1690,0.8807,1919,1950,0.3467,0.6533,0.7273,No,Si,10.57,0
Arjona,Bolivar,17771,0.263,12266,0.2535,Santos,0.3304,18389,0.38,Santos,51077,0.16,2.19,32.32,7.08,0.12,0,0,0,Ninguno,0,3642,0.3766,6030,0.6234,9672,9785,0.1916,0.8084,0.214,No,No,0,0
Arroyohondo,Bolivar,3137,0.4413,1822,0.2782,Zuluaga,0.513,2612,0.3988,Zuluaga,7362,0.7,6.77,104.2,6.48,0.4,0,0,0,Ninguno,0,363,0.2451,1118,0.7549,1481,1516,0.2059,0.7941,0.3357,No,No,0,0
Barranco de Loba,Bolivar,4249,0.4806,3660,0.3481,Zuluaga,0.6129,4528,0.4307,Zuluaga,11068,0.61,12.16,863.55,12.05,1.38,0,0.33,0,Ninguno,0,1284,0.4671,1465,0.5329,2749,2830,0.2557,0.7443,0.6551,No,No,0,0
Calamar,Bolivar,6696,0.3479,5576,0.3289,Santos,0.4028,7498,0.4422,Santos,17670,0.17,19.82,206.11,18.89,0.76,0,0,0,Ninguno,0,1490,0.4105,2140,0.5895,3630,3715,0.2102,0.7898,0.4371,No,No,0,0
Cantagallo,Bolivar,2791,0.2106,1747,0.2938,Santos,0.2484,2730,0.4591,Santos,6076,1.6,11.82,1385.5,20.65,0.96,1.06,2.77,0,Alto,3,732,0.2805,1878,0.7195,2610,2671,0.4396,0.5604,0.5322,No,Si,44.86,0
Cicuco,Bolivar,4525,0.1762,3144,0.3596,Santos,0.2269,4456,0.5096,Santos,9346,0.45,1.62,76.77,1.62,0.09,0,0,0,Ninguno,0,856,0.2914,2082,0.7086,2938,2988,0.3197,0.6803,0.3284,No,No,0,0
Cordoba,Bolivar,8065,0.3033,5713,0.4417,Santos,0.3365,6876,0.5316,Santos,13053,3.71,27.12,2253.85,54.81,1.05,0.16,0.16,0,Ninguno,0,1001,0.217,3612,0.783,4613,4722,0.3618,0.6382,0.7491,No,No,0,0
Clemencia,Bolivar,4699,0.2221,2913,0.3047,Santos,0.2823,4222,0.4416,Santos,10304,0.08,5.77,121.55,8.93,0.16,0,0,0,Ninguno,0,590,0.3399,1146,0.6601,1736,1772,0.172,0.828,0.1694,No,No,0,0
El Carmen de Bolivar,Bolivar,21366,0.4976,17684,0.3482,Zuluaga,0.4956,23542,0.4635,Zuluaga,53418,4.23,16.91,1638.99,47.43,1.45,0.21,1.22,8.22,Ninguno,0,7290,0.468,8287,0.532,15577,15922,0.2981,0.7019,0.2116,No,No,0,0
El Guamo,Bolivar,3519,0.2963,2332,0.3305,Santos,0.3123,3135,0.4444,Santos,7284,6.31,29.99,602.45,22.14,0.64,0,0,0,Ninguno,0,405,0.2042,1578,0.7958,1983,2017,0.2769,0.7231,0.4402,No,No,0,0
El Penon,Bolivar,2911,0.4051,1807,0.3294,Santos,0.4768,2542,0.4634,Santos,5820,0.21,14.85,229.73,4.13,0.1,0,0,0,Ninguno,0,574,0.3865,911,0.6135,1485,1519,0.261,0.739,0.594,No,No,0,0
Hatillo de Loba,Bolivar,4711,0.4984,3355,0.3489,Zuluaga,0.5076,4188,0.4356,Zuluaga,9848,0.08,1.58,65.35,3.24,0.08,0,0,0,Ninguno,0,1285,0.4929,1322,0.5071,2607,2648,0.2689,0.7311,0.7142,No,No,0,0
Magangue,Bolivar,38699,0.2735,28572,0.3199,Santos,0.3246,39043,0.4372,Santos,93554,0.19,3.2,127.66,6.86,0.4,0.01,0.02,0,Ninguno,0,9966,0.3769,16478,0.6231,26444,26911,0.2877,0.7123,0.3095,No,No,0,0
Mahates,Bolivar,8698,0.3918,5094,0.2736,Santos,0.4213,7272,0.3905,Santos,19421,0.69,11.33,216.6,9.07,0.5,0,0,0,Ninguno,0,1222,0.3024,2819,0.6976,4041,4121,0.2122,0.7878,0.6185,No,No,0,0
Margarita,Bolivar,3256,0.4077,2529,0.2989,Santos,0.453,3402,0.4021,Santos,8814,0.2,3.11,69.94,10.34,0.2,0,0,0,Ninguno,0,919,0.4031,1361,0.5969,2280,2326,0.2639,0.7361,0.8235,No,No,0,0
Maria la Baja,Bolivar,12575,0.195,10061,0.2798,Santos,0.2171,14945,0.4156,Santos,37800,0.76,19.18,667.58,18.81,0.91,0.08,0.02,3.82,Ninguno,0,1761,0.2008,7009,0.7992,8770,8940,0.2365,0.7635,0.5642,No,No,0,0
Montecristo,Bolivar,3624,0.367,2180,0.26,Santos,0.414,2751,0.3281,Santos,8357,39.37,46.27,1239.17,13.75,6.07,0.51,0.78,0,Alto,3,395,0.193,1652,0.807,2047,2099,0.2512,0.7488,0.4872,No,Si,214.14,0
Mompos,Bolivar,15195,0.2896,8863,0.2637,Santos,0.3483,13352,0.3973,Santos,34934,0.16,2.88,73.55,7.65,0.29,0,0,0,Ninguno,0,3036,0.3687,5198,0.6313,8234,8361,0.2393,0.7607,0.4192,No,No,0,0
Morales,Bolivar,4370,0.4406,3804,0.3689,Zuluaga,0.4787,5030,0.4878,Santos,10842,1.91,10.42,668.2,22.98,5.58,0.56,1.02,0,Alto,3,2206,0.5326,1936,0.4674,4142,4215,0.3888,0.6112,0.7249,No,Si,36.4,0
Norosi,Bolivar,1344,0.256,1121,0.3101,Santos,0.3323,1547,0.4279,Santos,3698,4.44,16.42,513.23,13.52,1.55,0.97,0.77,0,Intermedio,2,177,0.1545,969,0.8455,1146,1169,0.3161,0.6839,0.6194,No,Si,11.68,0
Pinillos,Bolivar,7193,0.3223,5476,0.3518,Santos,0.4501,6740,0.433,Santos,16205,0.48,7.58,313.9,3.02,0.95,0,0.04,0,Ninguno,0,1885,0.388,2973,0.612,4858,4948,0.3053,0.6947,0.8925,No,No,0,0
Regidor,Bolivar,2208,0.2303,1611,0.3761,Santos,0.3133,2234,0.5215,Santos,4492,0.19,5.71,302.28,7.02,0.84,0,0.19,0,Ninguno,0,323,0.2283,1092,0.7717,1415,1437,0.3199,0.6801,0.5844,No,No,0,0
Rio Viejo,Bolivar,3109,0.3568,2063,0.363,Santos,0.4279,2842,0.5001,Santos,5875,0.82,7.02,693.1,7.73,2.67,0.11,0.05,0,Alto,3,639,0.3004,1488,0.6996,2127,2177,0.3706,0.6294,0.4928,No,Si,11.54,0
San Cristobal,Bolivar,3443,0.1044,2050,0.3387,Santos,0.1687,2982,0.4926,Santos,6462,0,4.78,99.94,10.76,0,0,0,0,Ninguno,0,249,0.1325,1630,0.8675,1879,1893,0.2929,0.7071,0.1695,No,No,0,0
San Estanislao,Bolivar,6389,0.2553,4293,0.3165,Santos,0.2933,6076,0.448,Santos,14001,0.06,3.12,79.66,5.19,0,0,0,0,Ninguno,0,869,0.3138,1900,0.6862,2769,2804,0.2003,0.7997,0.2662,No,No,0,0
San Fernando,Bolivar,3680,0.3287,2075,0.2649,Santos,0.2855,2939,0.3752,Santos,7937,0.07,0.87,41.6,4.04,0.22,0,0,0,Ninguno,0,428,0.1801,1949,0.8199,2377,2409,0.3035,0.6965,0.7868,No,No,0,0
San Jacinto,Bolivar,10741,0.4101,7942,0.4101,Santos,0.433,10364,0.5351,Santos,20212,3.89,27.35,1631.57,44.88,4.96,0.14,0.93,2.27,Ninguno,0,2477,0.3987,3736,0.6013,6213,6348,0.3141,0.6859,0.0399,No,Si,64.42,0
San Jacinto del Cauca,Bolivar,3127,0.4665,1987,0.3028,Zuluaga,0.4861,3129,0.4768,Santos,6809,2.33,6.41,260.22,8.67,0.87,0,0.15,0,Ninguno,0,612,0.3058,1389,0.6942,2001,2039,0.2995,0.7005,0.7218,No,No,0,0
San Juan de Nepomuceno,Bolivar,13635,0.4759,8634,0.2972,Zuluaga,0.4534,12921,0.4448,Santos,30146,1.75,15.73,852.69,31.47,1.07,0.03,0.18,1.37,Ninguno,0,3287,0.3903,5134,0.6097,8421,8618,0.2859,0.7141,0.2147,No,No,0,0
San Martin de Loba,Bolivar,4502,0.4041,3034,0.2927,Zuluaga,0.4802,4298,0.4146,Santos,10724,3.56,13.85,584.66,15.43,1.13,0,0.17,0,Ninguno,0,856,0.3058,1943,0.6942,2799,2841,0.2649,0.7351,0.5736,No,No,0,0
San Pablo,Bolivar,6820,0.2843,4871,0.2983,Santos,0.3562,7119,0.436,Santos,17280,4.2,11.96,1179.8,39.78,4.47,0.73,1.62,0,Alto,3,2940,0.512,2802,0.488,5742,5958,0.3448,0.6552,0.1232,No,Si,229.54,0
Santa Catalina,Bolivar,4922,0.1467,2917,0.2619,Santos,0.1601,4821,0.4329,Santos,11565,0.38,4.51,75.88,9.1,0.08,0,0,0,Ninguno,0,553,0.2392,1759,0.7608,2312,2448,0.2117,0.7883,0.6397,No,No,0,0
Santa Rosa,Bolivar,5579,0.2362,2261,0.1839,Santos,0.331,4351,0.3539,Santos,13161,2.16,15.71,493.57,21.86,2.12,0.61,1.69,0,Ninguno,0,609,0.3504,1129,0.6496,1738,1771,0.1346,0.8654,0.3542,No,No,0,0
Santa Rosa del Sur,Bolivar,6050,0.4263,6566,0.3908,Zuluaga,0.6291,7743,0.4608,Zuluaga,19146,2.89,10.03,364.36,13.15,2.21,0.51,0.95,0,Alto,3,4421,0.6254,2648,0.3746,7069,7238,0.378,0.622,0.4738,No,Si,307.29,0
Simiti,Bolivar,4416,0.3513,3729,0.3156,Zuluaga,0.4945,4892,0.4141,Zuluaga,11953,5.3,32.32,879.37,36.21,7.19,0.29,1.51,0,Alto,3,1783,0.5042,1753,0.4958,3536,3652,0.3055,0.6945,0.5248,No,Si,69.95,0
Soplaviento,Bolivar,3270,0.089,2729,0.3514,Santos,0.1139,4197,0.5405,Santos,7990,0.24,3.19,33.9,3.31,0,0,0,0,Ninguno,0,324,0.1465,1888,0.8535,2212,2242,0.2806,0.7194,0.0239,No,No,0,0
Talaigua Nuevo,Bolivar,4268,0.358,3184,0.3681,Santos,0.4037,4308,0.4981,Santos,8861,0.09,1.49,61.91,4.74,0,0.09,0.09,0,Ninguno,0,1045,0.3585,1870,0.6415,2915,2968,0.335,0.665,0.5313,No,No,0,0
Tiquisio (Puerto Rico),Bolivar,5337,0.5587,3195,0.2767,Zuluaga,0.5349,4661,0.4036,Zuluaga,12563,2.71,12.73,1240.1,18.42,6.36,0.44,0.44,0,Ninguno,0,1366,0.4476,1686,0.5524,3052,3108,0.2474,0.7526,0.7292,No,Si,39.16,0
Turbaco,Bolivar,21262,0.2616,12440,0.2247,Santos,0.3572,17908,0.3234,Santos,58808,0.11,2.25,46.76,7.53,0.18,0,0,0,Ninguno,0,3957,0.4003,5927,0.5997,9884,9954,0.1693,0.8307,0.0739,No,No,0,0
Turbana,Bolivar,6379,0.2892,3818,0.2815,Santos,0.3877,5848,0.4312,Santos,13769,0,3.66,44.51,11.78,0.13,0,0,0,Ninguno,0,781,0.3113,1728,0.6887,2509,2543,0.1847,0.8153,0.0755,No,No,0,0
Villanueva,Bolivar,5988,0.4663,4969,0.3497,Zuluaga,0.5481,6534,0.4598,Zuluaga,15014,0.8,5.72,317.87,20.18,0.15,0.05,0.1,0,Ninguno,0,763,0.3925,1181,0.6075,1944,1974,0.1315,0.8685,0.076,No,No,0,0
Zambrano,Bolivar,4029,0.0945,3979,0.4661,Santos,0.111,4711,0.5519,Santos,8695,3.85,21.3,1622.09,47.06,1.37,0,2.22,0,Ninguno,0,507,0.139,3140,0.861,3647,3727,0.4286,0.5714,0.0897,No,No,0,0
Tunja,Boyaca,37761,0.1371,58530,0.5392,Lopez,0.3884,59364,0.5469,Santos,116576,0.02,0.26,1.4,0.79,0.04,0.02,0,0,Ninguno,0,25112,0.4338,32780,0.5662,57892,59038,0.5064,0.4936,0.042,No,No,0,0
Almeida,Boyaca,596,0.6233,738,0.3953,Zuluaga,0.6882,821,0.4397,Zuluaga,1908,0,2.35,24.13,12.95,0.59,0.59,0,0,Ninguno,0,327,0.4844,348,0.5156,675,693,0.3632,0.6368,0.8463,No,No,0,0
Aquitania,Boyaca,4101,0.6054,5727,0.4674,Zuluaga,0.8554,6757,0.5515,Zuluaga,12347,0.53,4.71,56.51,12.75,0.73,0.2,0,0,Ninguno,0,2985,0.7119,1208,0.2881,4193,4299,0.3482,0.6518,0.5913,No,No,0,0
Arcabuco,Boyaca,1346,0.2474,1952,0.4421,Ramirez,0.5317,2315,0.5243,Zuluaga,4570,0,0.38,0.76,0.57,0.19,0,0,0,Ninguno,0,882,0.5329,773,0.4671,1655,1718,0.3759,0.6241,0.6278,No,No,0,0
Belen,Boyaca,2304,0.1856,2921,0.4387,Ramirez,0.6348,3538,0.5314,Zuluaga,6748,0,1.24,16.54,9.37,0,0,0,0,Ninguno,0,1344,0.5389,1150,0.4611,2494,2602,0.3856,0.6144,0.4864,No,No,0,0
